1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,63,5,5,5,5,5,5,5,5,5,5,5,57,57,57,57,57,5,57,63,63,63,57,57,63,57,57,63,57,63,57,57,57,57,57,71,63,57,57,57,63,63,57,63,57,63,63,57,71,63,63,63,57,71,57,57,63,57,57,63,63,57,57,71,57,63,63,71,71,63,63,63,57,71,57,71,71,71,71,63,71,63,63
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,72,35,35,35,35,72,72,72,35,72,35,35,35,35,35,35,72,35,35,35,35,35,35,35,54,72,72,72,72,54,54,72,72,54,54,54,54,72,54,54,72,72,54,54,54,72,72,72,72,54,72,54,54,54,72,72,72,72,54,54,72,72,54,54,54,72,72,72,72,72,72,72,54,72,54,72
30,2,30,30,30,60,60,30,30,30,60,30,2,2,30,60,30,60,60,60,30,30,30,30,30,30,30,30,60,30,30,30,30,30,60,30,60,60,60,60,30,78,60,60,78,60,60,60,60,30,30,30,30,60,60,60,60,78,78,60,60,60,78,78,75,30,78,78,78,75,30,75,75,78,75,75,78,78,75,75,75,75,78,75,75,75,78,78,78,75,75,75,75,75,75,75,78,75,78,78
41,32,41,41,41,41,41,41,41,41,41,41,32,32,41,41,32,41,41,41,41,41,41,41,32,41,41,41,41,41,32,32,41,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,32,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,97,90,90,90,90,97,90,90,90,97,97,97,90,90,90,90,97,90,90,97,97,90,90,90,90,97,90,90,90,97,97,97,90,90,90,90,90,90,90,97,90,97,97
24,24,24,24,24,24,24,24,24,24,24,24,50,50,24,24,24,40,24,24,24,24,24,24,50,24,24,24,40,50,50,50,40,50,40,50,40,40,40,40,50,40,40,40,40,40,40,40,40,50,50,50,50,40,40,50,50,40,40,40,40,50,40,40,50,50,40,40,40,94,85,85,85,40,94,94,40,40,94,94,85,94,94,94,85,85,94,94,94,94,94,94,85,94,94,85,94,85,94,94
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,1,61,61,61,61,1,61,61,1,61,82,61,61,61,82,82,82,82,61,61,82,82,61,61,61,61,82,61,61,82,82,61,61,61,82,82,82,82,61,82,61,61,61,82,82,82,82,61,61,82,82,61,61,61,92,92,92,82,92,92,92,61,92,61,92
43,43,43,43,43,43,43,43,43,43,43,43,46,46,43,43,43,58,43,43,43,43,43,43,46,43,43,43,43,46,46,46,43,46,43,46,58,58,58,43,46,58,43,43,58,46,58,43,43,46,46,46,46,58,58,46,46,58,58,46,58,46,69,58,46,46,69,69,69,46,46,46,46,69,46,69,69,69,46,46,46,46,69,69,46,46,69,69,69,69,46,46,46,46,46,46,69,46,69,69
27,14,29,29,27,29,29,29,29,27,29,27,14,14,29,29,27,29,29,29,27,27,27,29,14,27,27,27,29,27,27,14,27,14,48,27,48,48,48,29,27,48,29,29,48,48,48,48,48,27,27,27,14,48,48,48,27,74,74,48,74,27,74,74,27,27,74,74,74,48,27,48,48,74,74,74,74,74,83,83,48,48,83,83,48,27,83,83,83,83,83,83,48,83,83,83,83,83,83,83
7,7,7,7,7,7,7,7,7,7,7,7,7,81,7,7,7,7,7,7,7,7,7,7,81,7,7,7,7,81,81,81,7,81,7,81,7,7,7,7,81,77,7,81,77,81,7,7,7,81,81,81,81,77,77,81,81,77,77,81,77,81,77,77,81,81,77,77,77,81,81,81,81,77,81,81,77,77,81,81,81,81,77,77,81,81,77,77,77,81,81,81,81,81,81,81,77,81,77,77
17,17,6,6,17,6,6,6,6,33,6,17,17,17,6,6,17,6,6,6,17,17,17,33,31,33,36,33,33,31,31,31,33,31,47,36,47,47,47,33,36,47,33,33,47,33,47,47,33,36,36,31,31,47,47,73,73,47,47,76,47,73,47,47,73,73,47,47,47,73,73,73,73,76,76,76,100,100,76,76,73,73,100,76,73,98,100,100,100,76,73,73,98,73,98,98,100,98,100,100
22,22,8,8,22,8,8,8,8,22,8,22,22,22,8,8,22,42,8,8,22,22,22,28,22,28,22,28,28,22,22,22,28,22,28,22,42,42,42,28,22,42,28,28,42,28,42,28,28,65,65,65,65,42,42,65,65,42,42,65,42,65,42,42,65,65,88,88,88,65,65,65,65,88,65,88,88,88,65,65,65,65,88,88,65,65,88,88,88,88,65,65,65,65,65,65,88,65,88,88
9,9,9,9,9,19,19,9,9,9,19,9,62,62,9,19,9,19,19,19,9,9,9,9,62,9,9,9,9,62,62,62,9,62,19,62,19,19,19,9,62,19,70,62,19,62,19,70,70,62,62,62,62,70,70,62,62,19,70,70,70,62,19,70,62,62,70,70,70,70,62,70,70,70,70,70,70,70,70,70,95,70,70,70,95,93,70,70,70,70,95,95,93,95,95,93,70,93,70,70
26,26,26,26,26,39,39,26,26,26,39,26,26,26,26,39,26,39,39,39,26,26,26,26,26,26,26,26,26,26,26,26,44,44,39,44,39,39,39,44,44,39,44,44,39,44,39,39,44,44,44,44,44,59,59,44,44,59,59,44,59,44,59,59,91,91,87,87,87,91,91,91,91,59,91,59,87,87,91,91,91,91,89,89,91,91,87,87,89,89,91,91,91,91,91,91,99,91,99,89
23,25,20,20,23,20,20,20,20,23,20,23,25,25,20,20,23,20,20,20,23,23,23,20,25,23,23,23,20,23,23,25,51,25,38,51,37,38,38,51,51,37,51,51,37,51,38,38,38,51,51,51,66,38,38,51,51,37,38,80,38,66,37,38,66,66,37,37,37,80,66,80,80,80,80,80,37,37,80,80,66,80,80,80,66,66,80,80,80,80,80,80,66,80,66,66,80,66,80,80
12,12,4,4,10,16,16,16,4,10,16,12,12,12,4,16,12,16,16,16,12,12,12,10,12,10,12,10,16,12,12,53,49,53,49,12,55,55,55,49,53,55,49,49,55,49,55,49,49,53,53,53,53,55,55,49,53,55,55,55,55,53,55,55,53,53,55,55,55,79,53,79,79,55,79,79,55,55,79,79,79,79,79,79,53,53,79,79,79,79,79,79,53,79,79,53,79,53,79,79
21,21,3,3,21,11,11,11,3,15,11,21,34,34,15,11,21,18,11,11,21,21,21,15,34,21,21,15,15,34,34,34,21,34,11,21,45,45,45,15,52,45,56,56,45,56,45,56,56,52,52,52,52,64,64,56,56,64,64,56,64,56,67,64,52,52,67,68,68,56,86,56,56,64,84,84,67,67,84,84,86,56,84,84,86,86,68,67,68,84,96,84,96,96,96,96,84,96,68,84
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
75,75,75,75,75,63,63,63,75,75,63,75,75,75,75,63,75,63,63,63,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,63,63,63,75,75,63,75,75,63,75,63,75,75,75,75,75,75,75,75,75,75,63,63,75,63,75,63,63,75,75,63,63,63,75,75,75,75,63,75,75,63,63,75,75,75,75,97,75,75,75,97,97,97,75,75,75,75,75,75,75,97,75,97,97
2,2,43,43,43,48,48,48,43,43,48,43,2,2,43,48,2,48,48,48,43,43,2,43,2,43,43,43,43,43,2,2,43,2,48,43,48,48,48,43,43,48,43,43,48,43,48,48,48,43,43,43,43,48,48,60,43,48,48,60,48,43,48,48,60,43,48,48,48,60,43,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
17,17,17,17,17,42,42,42,17,17,42,17,17,17,17,42,17,42,42,42,17,17,17,17,17,17,17,17,17,17,17,17,17,17,42,17,42,42,42,17,17,42,17,17,42,17,42,42,82,71,71,71,71,42,42,82,82,42,42,82,42,71,42,42,71,71,42,42,42,82,71,82,82,42,82,82,42,42,82,82,82,82,82,82,71,71,42,42,42,82,82,82,71,82,82,71,82,71,42,82
24,41,9,9,24,9,9,9,9,24,9,24,41,41,9,9,41,9,9,9,24,24,41,24,41,24,24,24,24,41,41,41,24,41,24,41,9,9,9,24,41,9,24,41,9,41,24,24,24,41,41,41,41,70,70,70,41,100,70,70,70,41,100,70,70,41,100,100,100,70,41,70,70,100,70,70,100,100,70,70,70,70,100,100,70,70,100,100,100,100,70,70,70,70,70,70,100,70,100,100
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,58,46,46,46,46,46,46,46,46,46,46,46,46,46,57,46,57,61,46,58,61,61,46,46,58,46,46,58,46,61,46,46,57,57,57,57,61,61,57,57,58,61,46,61,57,58,61,57,57,58,58,58,57,57,57,57,61,61,61,58,58,61,57,57,57,61,61,57,57,58,58,58,61,57,57,57,57,57,57,61,57,58,61
6,35,6,6,6,6,6,6,6,6,6,35,35,35,6,6,35,6,6,6,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,88,35,35,35,90,88,88,90,90,88,88,88,90,90,90,90,88,90,90,88,88,90,90,90,90,88,90,90,90,88,88,88,90,90,90,90,90,90,90,88,90,88,90
20,62,20,20,20,20,20,20,20,20,20,20,62,62,20,20,62,20,20,20,20,20,62,20,62,20,20,20,20,62,62,62,62,62,20,62,20,20,54,54,62,54,54,62,54,62,54,54,54,62,62,62,62,54,54,62,62,54,54,54,54,62,54,54,62,62,54,54,54,62,62,62,62,54,54,54,54,54,54,54,62,62,54,54,98,98,54,54,54,54,98,62,98,98,98,98,54,98,54,54
10,23,10,10,10,10,10,10,10,10,10,10,23,23,10,10,23,10,10,10,23,26,23,26,23,26,26,26,26,23,23,23,26,23,26,26,67,26,26,26,23,67,26,56,67,56,67,56,56,56,56,56,56,56,56,56,56,67,67,56,67,56,67,67,56,56,67,67,67,56,56,56,56,67,56,56,67,67,56,94,94,94,67,67,94,94,67,67,67,94,94,94,94,94,94,94,67,94,67,67
22,25,4,4,4,16,16,16,4,4,16,22,25,25,4,16,22,16,16,16,22,22,22,22,25,22,22,33,33,25,25,25,33,25,39,33,39,39,39,33,33,39,33,33,39,33,39,55,55,65,65,65,65,55,55,65,65,64,64,55,64,65,64,64,65,65,64,64,64,65,65,65,65,64,55,55,64,64,55,55,85,85,64,64,85,85,64,64,64,64,95,95,95,95,95,95,64,95,64,64
31,32,11,11,11,11,11,11,11,11,11,31,32,32,11,11,31,11,11,11,31,31,31,11,32,31,31,11,11,31,31,32,31,31,11,31,45,45,45,11,31,45,31,31,45,31,45,45,45,31,31,53,53,74,74,31,53,45,74,74,74,53,77,74,53,53,77,77,77,74,53,93,93,74,74,74,77,77,74,74,93,93,74,74,93,93,77,77,74,74,93,93,93,93,93,93,74,93,77,74
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
21,21,7,7,21,7,7,7,7,28,7,21,21,21,28,19,21,19,19,19,21,21,21,28,21,28,21,28,28,21,21,21,28,51,19,51,19,19,19,28,51,19,28,51,19,51,19,28,28,51,51,51,51,80,80,51,51,19,80,80,80,73,19,80,73,73,80,80,80,80,73,73,73,80,80,80,80,80,80,80,73,73,80,80,91,91,80,80,80,80,91,92,91,91,91,91,80,91,80,80
59,86,59,59,59,59,59,59,59,59,59,59,86,86,59,59,86,59,59,59,59,59,86,59,86,59,59,59,59,86,86,86,59,86,59,59,59,59,59,59,86,59,59,59,59,59,59,59,59,86,86,86,86,59,59,84,86,59,59,84,59,86,59,59,86,86,59,59,59,84,86,84,86,59,84,84,59,59,84,84,86,84,84,84,86,86,84,84,84,84,86,84,86,86,86,86,84,86,84,84
15,15,15,15,15,8,8,8,8,15,8,15,15,15,15,8,15,8,8,8,15,15,15,15,15,15,15,15,15,15,15,15,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,72,49,72,72,49,49,72,72,83,83,49,76,72,83,83,72,72,83,83,83,72,72,72,72,83,76,76,83,83,76,72,72,72,83,76,72,72,83,83,83,76,72,72,72,72,72,72,83,72,83,83
1,1,5,5,5,18,18,18,5,5,18,5,1,1,5,18,1,18,18,18,5,5,1,5,1,5,5,44,44,44,44,66,44,44,38,44,38,38,38,44,44,38,44,44,38,44,38,38,44,66,44,66,66,38,38,44,66,69,69,79,69,66,68,69,66,66,68,68,69,79,66,79,66,69,79,79,68,68,79,79,66,79,89,79,66,66,87,87,89,79,79,79,66,79,66,66,89,66,89,89
12,14,3,3,12,3,3,3,3,3,3,12,14,14,3,3,12,29,29,29,12,12,12,29,14,29,12,29,29,34,34,34,40,34,29,34,29,29,29,40,52,29,40,40,29,40,40,40,40,52,52,52,52,40,40,52,52,40,40,40,40,52,40,40,52,52,40,40,40,40,52,52,52,40,40,40,40,40,40,40,52,52,40,40,52,52,40,40,40,40,52,52,52,52,52,52,40,52,40,40
36,13,36,36,36,37,37,37,36,36,37,36,13,13,36,37,13,37,37,37,36,36,13,36,13,36,36,36,36,36,36,13,36,50,47,36,37,47,47,36,36,37,36,36,37,36,47,47,47,50,50,50,50,47,47,50,50,47,47,47,47,50,78,47,81,81,78,78,78,81,81,81,81,78,81,47,78,78,81,81,81,81,78,99,81,96,78,78,99,99,81,81,96,81,96,96,99,96,99,99
75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,94,94,65,65,94,94,94,65,65,65,65,94,94,94,94,94,94,94,65,94,94,94,94,65,94,94,94,94,94,94,94,94,94,94,94,94,94,94
33,32,33,33,33,39,39,39,33,33,39,33,32,32,33,39,32,39,39,39,33,33,32,33,32,33,33,33,33,32,32,32,33,32,39,33,39,39,39,33,33,39,33,33,39,33,39,39,33,32,33,32,32,39,39,33,33,39,39,33,39,33,39,39,33,32,39,39,39,90,32,90,90,90,90,90,90,90,90,90,90,90,90,90,90,32,90,90,90,90,90,90,90,90,90,90,90,90,90,90
97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
11,53,11,11,11,11,11,11,11,11,11,11,53,53,11,11,53,11,11,11,11,11,53,11,53,11,11,11,11,53,53,53,11,53,11,53,11,11,11,11,53,11,11,11,11,53,11,11,11,53,53,53,53,11,11,53,53,11,11,11,11,53,11,11,53,53,11,11,11,53,53,53,53,11,53,11,11,11,53,53,53,53,11,11,53,53,11,11,11,53,53,53,53,53,53,53,11,53,11,11
31,31,31,31,31,54,54,54,54,31,54,31,31,31,31,54,31,54,54,54,31,31,31,31,31,31,31,51,54,31,31,31,51,31,54,51,54,54,54,54,51,67,51,51,54,51,54,54,54,51,51,51,31,54,54,51,51,67,54,54,54,51,67,67,51,51,67,67,67,54,51,51,51,67,54,54,77,77,54,54,51,51,67,54,51,51,77,77,77,54,51,54,51,51,51,51,77,51,77,77
21,21,16,16,21,16,16,16,16,21,16,21,21,21,16,16,21,16,16,16,21,21,21,21,21,21,21,21,35,21,21,21,49,21,35,21,35,35,35,49,57,35,49,49,35,49,35,49,49,57,57,57,57,49,49,57,57,74,74,49,74,57,74,74,57,57,74,74,74,72,57,72,72,74,72,74,74,74,72,72,95,72,74,74,95,95,74,74,74,74,95,95,95,95,95,95,74,95,74,74
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,73,73,73,73,28,28,73,73,28,28,73,73,73,28,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,98,73,73,73,73,73,73,98,73,98,98,73,98,73,73
22,22,19,22,22,19,19,19,19,22,19,22,22,22,19,19,22,19,19,19,22,22,22,22,22,22,22,22,22,22,22,22,22,22,19,22,19,19,19,22,22,61,22,22,61,22,61,61,61,71,22,71,71,61,61,71,71,69,61,61,61,71,69,61,71,71,69,69,69,61,71,71,71,69,61,61,69,69,61,61,71,93,69,61,93,93,69,69,69,61,93,93,93,93,93,93,69,93,69,69
17,2,17,17,17,38,38,38,38,17,38,17,2,2,38,38,17,38,38,38,17,23,23,23,34,23,23,23,38,34,34,34,23,34,38,50,38,38,38,38,50,38,50,50,47,50,47,47,47,50,50,50,50,47,47,50,50,47,47,47,47,50,47,47,50,50,99,99,47,85,85,85,85,47,85,47,99,99,85,85,85,85,99,99,85,85,99,99,99,99,85,85,85,85,85,85,99,85,99,99
36,25,40,40,36,40,40,40,40,40,40,36,25,25,40,40,25,40,40,40,36,36,25,40,25,40,36,40,40,36,25,25,36,25,40,36,40,40,40,40,36,40,40,40,40,40,40,40,40,36,56,66,66,40,40,56,56,88,88,56,40,66,88,88,66,66,88,88,88,56,66,56,56,88,56,56,88,88,56,91,91,91,88,88,91,66,88,88,88,91,91,91,91,91,91,91,88,91,88,88
1,30,1,1,1,18,18,18,26,1,18,1,30,30,26,18,30,18,18,18,26,26,30,26,30,26,26,26,26,30,30,30,44,30,18,30,18,18,18,44,30,18,44,44,18,46,18,44,44,30,46,30,30,70,70,46,46,68,68,70,68,70,68,68,70,70,68,68,68,70,70,70,70,68,80,80,68,68,80,80,70,80,68,80,70,70,68,68,68,80,80,80,80,80,80,80,68,80,68,80
10,10,3,4,10,20,20,20,3,10,20,10,10,10,4,20,10,20,20,20,10,10,10,10,10,10,10,10,43,43,43,43,43,43,20,43,59,20,55,43,43,59,43,43,59,43,59,55,43,43,43,43,86,55,55,43,43,59,59,55,59,81,59,59,81,81,59,59,59,92,86,81,81,59,92,55,59,59,92,92,81,92,59,55,81,86,59,59,59,92,92,92,96,92,96,96,59,96,59,92
24,24,24,24,24,37,24,24,24,24,24,24,52,52,24,24,24,37,37,24,24,24,24,24,52,24,24,24,24,52,52,52,24,52,37,52,37,37,37,24,52,37,24,24,37,24,37,37,24,52,52,52,52,64,64,52,52,64,64,84,64,52,64,64,52,52,64,64,64,84,52,84,52,83,84,84,89,89,84,84,52,84,83,84,52,52,89,89,89,84,84,84,52,84,84,52,100,52,89,100
5,14,15,15,5,6,7,8,8,5,7,12,13,14,15,8,12,6,7,7,12,12,12,15,13,29,12,29,29,41,41,13,29,41,48,41,45,45,48,29,41,45,29,41,45,41,45,48,48,41,41,41,62,48,48,62,62,58,58,60,58,62,63,58,62,62,63,63,63,75,62,75,62,58,75,76,78,78,79,75,62,75,87,76,62,62,87,87,87,79,75,79,62,75,62,62,87,62,87,87
82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,57,28,57,28,28,28,28,28,28,57,28,28,28,28,57,28,28,28,57,57,57,57,57,57,57,57,28,28,57,57,57,28,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,67,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,67,74,74,27,27,67,27,27,67,27,74,27,27,27,27,27,27,74,74,27,27,67,74,74,74,94,67,74,94,94,67,67,67,94,94,94,94,74,74,74,67,67,74,94,94,94,74,74,94,94,67,97,97,74,94,94,94,94,94,94,97,94,97,97
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,86,16,86,16,16,42,42,42,16,16,42,16,16,42,16,42,16,16,86,86,86,86,42,42,86,86,42,42,16,42,86,42,42,86,86,42,42,42,86,86,86,86,42,86,42,42,42,86,86,86,86,42,42,86,86,42,42,42,86,86,86,86,86,86,86,42,86,42,42
10,2,10,10,10,10,10,10,10,10,10,10,2,2,10,10,2,10,10,10,10,10,2,10,2,10,10,10,10,46,2,2,46,46,46,46,46,46,46,46,46,88,46,46,88,46,46,46,46,46,46,71,71,46,46,46,46,88,88,46,88,71,88,88,71,71,88,88,88,92,71,92,92,88,92,92,88,88,92,92,71,92,88,88,71,71,88,88,88,92,92,92,71,92,92,71,88,71,88,88
24,25,24,24,24,24,24,24,24,24,24,26,25,25,24,24,25,24,24,24,26,26,25,24,25,26,26,26,24,25,25,25,26,25,55,51,55,55,55,26,51,55,26,51,55,51,55,55,55,51,51,51,65,55,55,51,51,55,55,55,55,65,89,55,65,65,89,89,89,75,65,75,65,89,75,75,89,89,75,75,65,75,89,75,65,65,89,89,89,75,75,75,65,75,65,65,89,65,89,89
13,13,11,11,11,11,11,11,11,11,11,13,13,13,11,11,13,11,11,11,13,13,13,11,13,11,13,11,11,13,13,13,54,13,37,13,37,37,37,54,66,37,54,54,37,54,37,54,54,66,66,66,66,54,54,66,66,37,54,54,54,66,37,54,66,66,99,99,54,81,66,81,81,54,54,54,99,99,54,81,81,81,99,54,81,98,99,99,99,54,81,81,98,81,98,98,99,98,99,99
23,23,33,33,23,33,33,33,33,33,33,23,23,23,33,33,23,33,33,33,23,23,23,33,23,33,36,33,33,23,23,23,33,23,33,36,33,33,33,33,36,33,33,33,33,33,33,33,33,36,36,36,36,33,33,36,36,33,33,33,33,36,33,33,36,36,33,33,33,33,36,33,36,33,33,33,33,33,33,33,36,36,33,33,36,36,33,33,33,33,36,36,36,36,36,36,33,36,33,33
