1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
6,6,6,6,6,6,6,6,6,6,6,6,60,60,6,6,60,6,6,6,6,6,60,6,60,6,60,60,6,60,60,70,60,60,6,60,58,58,58,60,60,58,60,60,58,60,58,60,60,70,60,70,70,60,60,70,70,58,58,60,58,70,58,58,70,70,58,58,58,70,70,70,70,84,70,84,58,58,84,70,70,70,84,84,70,70,58,58,84,84,70,70,70,70,70,70,84,70,84,84
12,31,29,29,12,29,29,29,29,12,29,12,31,31,29,29,12,29,29,29,12,12,31,29,31,29,12,29,29,31,31,31,43,31,29,43,29,29,29,40,31,29,43,43,29,43,40,40,40,31,43,31,31,40,40,43,43,79,79,79,79,43,79,79,93,93,79,79,79,79,93,79,79,79,79,79,79,79,79,79,93,79,79,79,93,93,79,79,79,79,93,79,93,93,93,93,79,93,79,79
1,17,1,1,1,20,20,20,20,1,20,1,17,17,20,20,17,20,20,20,17,17,17,1,17,1,17,1,20,41,41,41,41,41,20,41,20,20,20,20,41,20,41,41,20,41,20,20,20,41,41,41,41,20,20,41,41,20,20,41,20,41,20,20,41,41,20,20,20,41,41,41,41,20,41,41,20,20,41,41,41,41,20,41,41,41,20,20,20,41,41,41,41,41,41,41,20,41,20,41
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,78,78,78,21,21,78,21,21,78,21,78,80,80,21,21,21,21,80,80,80,80,78,78,80,78,80,78,78,91,91,78,78,78,80,91,80,80,78,80,80,78,78,80,80,91,80,78,80,91,91,78,78,78,80,91,91,91,91,91,91,78,91,78,78
38,38,38,38,38,38,38,38,38,38,38,38,82,82,38,38,38,38,38,38,38,38,38,38,82,38,38,38,38,82,82,82,38,82,38,38,38,38,38,38,82,38,38,38,38,38,38,38,38,82,82,82,82,76,76,82,82,38,38,76,76,82,38,76,82,82,76,76,76,82,95,82,82,76,76,76,76,76,76,82,82,82,76,76,95,95,76,76,76,76,95,82,95,95,95,95,76,95,76,76
14,14,35,35,44,35,35,35,35,44,35,44,14,14,35,35,14,39,35,35,44,44,14,44,14,44,44,44,35,14,14,14,44,14,35,44,39,39,39,44,44,39,44,44,39,44,39,35,44,62,62,62,62,64,64,62,62,64,64,72,64,62,77,64,62,62,77,77,77,72,62,72,72,64,72,72,77,77,72,72,62,72,64,64,96,96,77,77,77,72,72,72,96,96,96,96,77,96,77,77
50,50,18,18,50,18,18,18,18,18,18,50,50,50,18,18,50,18,18,18,50,50,50,50,50,50,50,50,18,50,50,50,50,50,18,50,18,18,61,50,50,18,50,50,61,50,61,61,61,50,50,50,50,61,61,50,50,61,61,61,61,50,61,61,50,50,61,61,61,85,85,85,85,61,61,61,61,61,61,85,85,85,61,61,85,85,61,61,61,61,85,85,85,85,85,85,61,85,61,61
22,22,9,9,22,9,9,9,9,15,9,22,22,22,15,9,22,9,9,9,22,22,22,15,22,22,22,22,15,22,22,22,22,22,15,22,68,15,15,15,22,68,22,22,68,22,68,15,15,22,22,22,22,83,83,22,22,68,68,83,68,22,68,68,22,22,68,68,68,83,22,83,83,83,83,83,68,68,83,83,100,100,83,83,100,22,87,87,87,100,100,100,100,100,100,100,100,100,87,100
4,30,4,4,4,7,7,7,4,4,7,4,30,30,4,7,30,7,7,7,30,30,30,4,30,4,30,4,48,30,30,30,30,30,48,30,48,48,48,48,30,63,48,56,63,56,48,48,48,52,52,52,52,48,48,56,56,63,69,56,69,56,63,69,52,52,69,69,69,56,52,56,56,69,90,90,69,69,90,90,56,56,69,90,56,52,69,69,69,90,90,90,56,90,90,56,90,52,69,90
5,32,3,3,5,8,8,8,3,5,19,5,32,32,3,8,34,19,19,19,5,5,34,5,32,5,5,5,49,34,34,32,49,34,47,34,45,47,47,49,34,45,49,49,45,49,47,49,49,34,34,53,53,59,59,49,53,59,59,49,59,53,59,59,53,53,59,59,59,49,53,49,49,59,49,59,59,59,59,49,53,49,59,59,53,53,59,59,59,59,53,49,53,53,53,53,59,53,59,59
74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,71,51,51,51,51,51,51,51,51,51,51,51,71,71,51,51,51,51,71,51,71,51,51,51,51,51,51,51,71,71,51,51,71,71,51,51,51,51,71,71,71,71,71,71,51,71,51,51
16,66,16,16,16,16,16,16,16,16,16,16,66,66,16,16,16,16,16,16,16,16,16,16,66,16,16,16,16,66,66,66,16,66,16,66,16,16,16,16,66,16,16,16,16,66,16,16,16,66,66,66,66,16,16,66,66,16,16,66,16,66,16,16,66,66,16,16,16,66,66,66,66,16,66,66,16,16,66,66,66,66,66,66,66,66,16,16,16,66,66,66,66,66,66,66,66,66,66,66
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
2,2,6,6,6,6,6,6,6,6,6,2,2,2,6,6,2,6,6,6,2,2,2,6,2,6,2,6,6,2,2,2,6,2,6,2,6,6,6,6,2,6,6,6,6,6,6,6,6,2,2,2,2,6,6,2,2,6,6,6,6,2,6,6,2,2,6,6,6,6,2,6,2,6,6,6,6,6,6,6,2,6,6,6,2,2,6,6,6,6,2,6,2,2,2,2,6,2,6,6
73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
10,31,10,10,10,10,10,10,10,10,10,27,31,31,10,10,27,58,10,10,27,27,31,10,31,27,27,27,10,31,31,31,27,31,10,27,58,58,58,27,31,58,27,27,58,27,58,58,27,31,31,31,31,58,58,27,31,58,58,58,58,31,58,58,93,93,58,58,58,93,93,93,93,58,58,58,58,58,58,93,93,93,58,58,93,93,58,58,58,58,93,93,93,93,93,93,58,93,58,58
36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36
25,25,25,25,25,60,60,60,60,25,60,25,25,25,60,60,25,60,60,60,25,25,25,60,25,25,25,60,60,25,25,25,60,25,60,25,60,60,60,60,25,78,60,60,78,60,60,60,60,65,65,65,65,60,60,60,65,78,78,60,60,65,78,78,65,65,78,78,78,60,65,60,65,78,60,60,78,78,60,60,65,65,78,60,65,65,78,78,78,60,65,65,65,65,65,65,78,65,78,78
57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,70,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,70,57,89,70,70,57,57,88,57,57,89,57,70,70,70,57,57,57,57,70,70,57,57,89,89,70,89,57,88,89,57,57,88,88,88,70,57,70,70,89,70,70,88,88,70,70,95,70,89,89,95,95,88,88,89,70,95,95,95,95,95,95,97,95,99,97
24,24,24,24,24,29,29,29,24,24,29,24,24,24,24,29,24,29,29,29,24,24,24,24,24,24,24,24,29,24,24,24,24,24,29,24,29,29,29,29,24,29,29,29,29,29,29,29,29,81,81,81,86,29,29,82,81,29,29,82,29,81,29,29,81,81,29,29,29,82,86,82,82,82,82,82,82,82,82,82,81,82,82,82,85,86,82,82,82,82,82,82,86,82,85,86,82,86,82,82
23,23,11,11,23,11,11,11,11,23,11,23,23,23,11,11,23,11,11,11,23,23,23,23,23,23,23,23,11,23,23,23,23,23,39,23,39,39,39,39,23,39,55,55,39,55,39,55,55,23,23,23,23,55,55,55,55,55,55,55,55,23,55,55,23,23,55,55,55,55,23,55,55,55,55,55,55,55,55,55,55,55,55,55,55,23,55,55,55,55,55,55,55,55,55,55,55,55,55,55
30,14,30,30,30,30,30,30,30,30,30,30,13,14,30,30,30,30,30,30,30,30,30,30,13,30,30,30,30,30,30,30,30,30,30,30,90,90,90,50,50,90,50,50,90,50,90,50,50,50,50,50,50,90,90,62,62,90,90,62,90,62,100,90,62,62,100,100,100,62,62,62,62,90,90,90,100,100,90,90,62,62,100,90,96,96,100,100,100,90,96,90,96,96,96,96,100,98,100,100
5,5,5,5,5,35,35,5,5,5,35,5,41,41,26,35,5,35,35,35,26,26,41,26,41,26,26,26,26,41,41,41,44,41,35,41,47,47,35,44,41,47,44,44,47,44,47,35,44,41,41,41,41,61,61,56,56,61,61,56,61,56,87,61,56,56,87,87,87,56,56,56,56,83,56,61,87,87,83,94,94,94,83,83,94,94,87,87,87,83,94,94,94,94,94,94,83,94,87,83
17,17,33,33,17,37,37,37,33,33,37,17,17,17,33,48,17,37,37,37,17,17,17,33,17,33,33,33,33,17,17,17,33,17,48,33,37,37,37,33,33,37,33,33,37,33,37,48,48,33,33,33,17,48,48,33,33,64,64,48,64,33,64,64,33,33,64,64,64,76,33,76,76,64,76,76,64,64,76,76,76,76,64,76,76,76,64,64,64,76,76,76,76,76,76,76,76,76,64,76
4,32,4,4,4,15,15,15,4,4,15,4,32,32,15,15,32,15,15,15,15,15,32,15,32,15,43,15,15,32,32,32,43,32,54,46,54,54,54,43,46,54,43,43,54,46,54,54,43,46,46,32,32,54,54,46,46,54,54,54,54,46,54,54,46,46,84,84,84,54,32,46,46,84,84,84,84,84,84,84,46,84,84,84,46,46,84,84,84,84,84,84,46,84,84,84,84,84,84,84
22,22,7,7,22,7,7,7,7,22,20,22,22,22,20,20,22,7,20,20,22,22,22,22,22,22,22,22,40,22,22,53,40,53,20,22,42,42,20,40,22,42,40,40,42,40,59,40,40,53,40,53,53,59,59,72,72,59,59,75,59,72,59,59,72,53,59,59,59,72,53,72,72,59,75,75,59,59,75,75,72,72,59,75,72,53,59,59,59,75,72,72,72,72,72,72,59,72,59,75
8,52,8,8,8,8,8,8,8,8,8,8,52,52,8,8,52,18,8,8,52,49,52,8,52,49,52,49,49,52,52,52,49,52,49,52,45,45,45,49,52,45,49,49,45,49,45,49,49,52,52,52,52,49,49,49,52,45,45,49,45,52,45,45,52,52,45,45,45,92,52,92,92,45,92,92,45,45,92,92,92,92,45,92,92,92,45,45,45,92,92,92,92,92,92,92,92,92,92,92
3,34,3,3,3,3,3,3,3,3,3,3,34,34,3,3,34,38,38,3,34,3,34,3,34,3,34,3,3,34,34,34,34,34,38,34,38,38,38,38,34,38,34,34,38,34,38,38,38,34,34,34,34,38,38,34,34,69,69,38,69,34,68,69,34,34,68,68,69,38,34,34,34,69,69,69,77,77,69,69,34,34,69,69,34,34,77,77,77,69,34,69,34,34,34,34,77,34,77,77
1,21,9,9,1,19,19,9,9,1,19,12,21,21,9,19,21,19,19,19,21,21,21,12,21,12,21,12,9,21,21,21,21,21,19,21,19,19,19,21,21,63,21,21,63,21,19,19,19,21,21,21,21,79,79,80,80,63,67,79,67,80,63,67,91,91,67,67,67,80,91,80,80,67,79,79,67,67,79,80,91,80,67,79,91,91,67,67,67,79,91,91,91,91,91,91,67,91,67,79
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,73,73,73,73,28,28,73,73,28,28,73,73,73,28,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,55,55,55,29,29,55,29,29,55,29,55,55,55,85,29,85,85,55,55,55,85,55,55,55,55,85,55,55,85,85,55,55,55,55,85,85,85,55,55,55,55,55,55,55,85,85,55,55,85,85,55,55,55,55,85,85,85,85,85,85,55,85,55,55
23,14,23,23,23,39,39,39,39,23,39,23,14,14,39,39,23,39,39,39,23,23,23,23,14,23,23,23,39,23,23,14,23,23,39,23,39,39,39,39,23,39,39,23,39,23,39,39,39,23,23,23,14,39,39,23,23,39,39,39,39,23,88,39,23,23,88,88,88,39,23,39,23,88,39,88,88,88,88,39,23,39,88,88,23,23,88,88,88,88,88,88,23,88,88,23,88,23,88,88
35,57,35,35,35,35,35,35,35,35,35,35,57,57,35,35,57,35,35,35,57,35,57,35,57,35,57,35,35,57,57,57,57,57,35,57,35,35,35,35,57,35,57,57,35,57,35,35,35,57,57,57,57,61,61,57,57,61,61,61,61,57,61,61,57,57,61,61,61,57,57,57,57,61,61,61,61,61,61,57,57,57,61,61,57,57,61,61,61,61,57,57,57,57,57,57,61,57,61,61
31,31,11,11,11,11,11,11,11,11,11,31,31,31,11,11,31,11,11,11,31,31,31,11,31,31,31,11,11,31,31,31,31,31,11,31,11,11,11,11,31,11,31,31,11,31,11,76,76,31,31,31,31,76,76,76,31,76,76,76,76,31,76,76,31,31,76,76,76,76,31,76,76,76,76,76,100,100,76,76,76,76,100,90,90,31,100,100,100,90,90,90,90,90,90,90,100,90,100,100
26,26,6,26,26,6,6,6,6,26,6,26,26,26,26,6,26,6,6,6,26,26,26,26,26,26,26,26,26,26,26,26,26,26,54,26,54,54,54,26,26,54,26,26,54,26,54,54,54,26,26,26,86,54,54,54,26,54,54,54,54,86,83,54,86,86,83,83,83,54,86,54,86,83,54,54,83,83,54,54,86,86,83,83,86,86,83,83,83,83,86,86,86,86,86,86,83,86,83,83
2,2,51,51,2,42,42,42,42,51,42,2,2,2,51,42,2,42,42,42,2,51,2,51,2,51,51,51,51,51,51,2,51,51,42,51,42,42,42,51,51,42,51,51,42,51,42,51,51,51,51,51,71,42,42,51,51,42,42,51,42,51,42,42,71,71,42,42,42,81,71,81,81,42,81,81,42,42,81,81,81,81,42,81,81,71,42,42,42,81,81,81,81,81,81,81,42,81,42,81
45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,59,45,45,45,45,59,59,59,59,59,45,59,45,45,45,59,59,45,59,59,45,59,45,59,59,84,84,84,84,59,59,84,84,59,59,84,59,84,64,64,84,84,64,64,64,84,84,84,84,64,84,84,64,64,84,84,84,84,84,84,84,84,64,64,84,84,84,84,84,84,84,84,84,84,84,84
4,36,3,4,4,20,20,20,3,4,20,24,36,36,15,20,36,20,20,20,24,24,36,24,36,24,36,24,24,36,36,36,36,36,48,36,20,48,48,46,36,20,46,46,48,46,48,48,48,36,36,65,65,48,48,46,65,89,48,48,48,65,89,89,65,65,89,89,89,82,65,82,82,89,82,82,89,89,82,82,82,82,89,89,93,93,89,89,89,82,94,94,93,94,94,93,89,93,89,89
1,25,7,1,1,7,7,7,7,1,7,12,25,25,7,7,21,7,7,7,21,21,21,12,25,12,21,40,40,30,30,25,43,30,40,30,37,37,37,40,30,37,43,43,37,43,37,40,40,30,43,53,53,60,60,60,66,78,37,60,60,66,78,78,66,66,78,78,78,60,66,60,66,78,60,60,78,78,60,60,91,91,78,60,91,66,78,78,78,60,91,91,91,91,91,91,78,91,78,78
33,32,33,33,33,33,33,33,33,33,33,33,32,32,33,33,32,33,33,33,33,33,41,33,32,33,33,33,33,41,32,32,33,32,33,41,33,33,33,33,41,87,33,33,87,33,33,33,33,41,41,41,32,33,33,62,62,87,87,33,87,62,87,87,62,62,87,87,87,62,62,62,62,87,62,87,87,87,62,62,62,62,87,87,62,62,87,87,87,87,62,62,62,62,62,62,87,62,87,87
50,50,50,50,50,67,50,50,50,50,50,50,50,50,50,50,50,67,67,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,67,50,67,67,67,50,50,67,50,50,67,50,67,80,80,50,50,50,50,80,80,50,50,67,67,80,67,50,67,67,50,50,67,67,67,80,50,80,80,67,80,80,67,67,80,80,95,80,67,80,95,98,67,67,67,80,95,80,98,95,95,98,67,98,67,80
5,5,5,5,5,19,19,19,19,5,19,5,5,5,5,19,5,18,19,19,5,5,5,5,5,5,5,5,19,5,5,5,5,5,19,5,18,19,19,19,5,18,5,5,18,5,19,19,19,5,5,5,5,19,19,5,5,18,18,19,19,5,18,18,5,5,18,18,18,19,5,19,5,18,19,19,18,18,19,19,5,19,18,19,5,5,18,18,18,19,5,19,5,19,5,5,18,5,18,19
8,34,8,8,8,8,8,8,8,8,8,34,34,34,8,8,34,8,8,8,34,34,34,8,34,8,34,8,8,34,34,34,52,34,8,34,8,8,8,8,52,77,52,52,77,52,8,72,72,52,52,52,52,72,72,72,52,77,77,72,77,52,77,77,52,52,77,77,77,72,52,72,72,77,72,72,77,77,72,72,72,72,77,72,72,72,77,77,99,72,72,72,72,72,72,72,99,72,99,99
17,17,16,16,17,16,16,16,16,16,16,17,17,17,16,16,17,16,16,16,17,17,17,16,17,44,17,44,16,17,17,17,44,17,16,44,58,16,16,44,44,58,44,44,58,44,58,44,44,44,44,44,17,74,74,44,44,58,58,44,74,44,58,74,44,44,58,58,58,44,44,44,44,74,74,74,74,74,74,74,44,44,74,74,44,44,74,74,74,74,44,74,44,44,44,44,74,44,74,74
9,13,9,9,9,9,9,9,9,9,9,9,13,13,9,9,13,38,9,9,13,9,13,9,13,9,9,9,49,13,13,13,49,13,38,56,38,38,38,49,56,38,49,49,47,56,47,49,49,56,56,56,56,47,47,56,56,68,47,49,47,56,68,68,56,56,68,68,68,56,96,56,56,68,56,56,68,68,56,56,96,56,68,68,96,96,68,68,68,68,96,96,96,96,96,96,68,96,68,68
22,22,28,28,22,28,28,28,28,22,28,22,22,22,28,28,22,28,28,28,22,22,22,28,22,28,22,28,28,22,22,22,28,22,28,22,63,28,28,28,22,63,28,28,63,28,69,28,28,73,73,73,73,75,75,73,73,63,69,75,69,73,63,69,73,73,69,69,69,75,73,73,73,69,75,79,69,69,79,75,73,73,97,79,73,73,69,97,97,79,92,92,92,92,92,92,97,92,97,97
90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
26,26,6,26,26,6,6,6,6,26,6,26,26,26,26,6,26,6,6,6,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,64,64,64,26,26,64,26,26,64,26,64,26,26,26,26,26,86,64,64,26,26,64,64,64,64,86,64,64,86,86,64,64,64,64,86,86,86,64,64,64,64,64,64,64,86,86,64,64,86,86,64,64,64,64,86,86,86,86,86,86,64,86,64,64
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
12,14,12,12,12,12,12,12,12,12,12,12,14,14,12,12,12,12,12,12,12,12,12,12,14,12,12,12,12,12,14,14,12,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
65,65,65,65,65,76,76,76,76,65,76,65,65,65,76,76,65,76,76,76,65,65,65,65,65,65,65,65,76,65,65,65,65,65,76,65,76,76,76,76,65,76,65,65,76,65,76,76,76,65,65,65,65,76,76,65,65,76,76,76,76,65,76,76,65,65,76,76,76,76,65,65,65,76,76,76,76,76,76,76,85,85,76,76,85,85,76,76,76,76,85,85,85,85,85,85,76,85,76,76
1,30,24,24,1,24,24,24,24,24,24,1,30,30,24,24,30,24,24,24,1,24,30,24,30,24,24,24,24,30,30,30,24,30,24,30,24,24,24,24,50,24,24,24,24,50,24,24,24,50,50,50,50,24,24,50,50,24,24,50,24,50,24,24,50,50,24,24,24,50,50,50,50,24,50,50,24,24,50,50,50,50,50,50,50,50,24,24,24,50,50,50,50,50,50,50,50,50,50,50
7,40,7,7,7,7,7,7,7,7,7,40,40,40,7,7,40,18,7,7,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,42,42,54,40,40,42,40,40,42,40,59,40,40,40,40,40,40,54,54,40,40,59,59,54,59,40,78,59,40,40,78,78,78,54,40,54,54,83,54,54,78,78,54,54,54,54,83,83,54,40,78,78,83,83,54,83,54,83,83,54,83,54,83,83
34,34,39,39,34,39,39,39,39,49,39,34,34,34,49,39,34,39,39,39,34,34,34,49,34,49,34,49,49,34,34,34,49,34,39,34,39,39,39,49,34,39,49,49,39,49,39,49,49,34,34,53,53,49,49,49,53,39,39,49,39,53,39,39,53,53,100,100,100,80,53,80,80,100,80,80,100,100,80,80,96,80,100,100,96,96,100,100,100,80,96,80,96,96,96,96,100,96,100,100
3,36,3,3,3,9,9,9,9,3,9,28,36,36,9,9,36,38,9,9,28,28,36,28,36,28,28,28,28,36,36,36,36,36,38,36,38,38,38,46,36,38,46,46,38,46,38,38,46,36,36,36,36,38,38,46,46,38,38,46,38,46,38,38,46,46,97,97,97,46,36,46,46,97,46,97,97,97,97,46,46,46,97,97,46,46,97,97,97,97,46,97,46,46,46,46,97,46,97,97
4,32,4,4,4,4,4,4,4,4,4,4,32,32,4,4,32,4,4,4,4,4,32,4,32,4,4,4,4,32,32,32,4,32,4,32,4,4,4,4,32,4,73,73,4,73,4,4,73,32,73,32,32,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,93,73,73,73,73,73,73,73,73,73,73,73,73,73,93,93,73,94,94,94,94,94,93,94,94,93,94,93,94,94
11,56,11,11,11,11,11,11,11,11,11,11,56,56,11,11,56,19,19,11,56,11,56,11,56,11,56,11,11,56,56,56,56,56,19,56,19,19,19,56,56,61,56,56,61,56,61,61,56,56,56,56,56,61,61,56,56,61,61,75,61,56,77,61,56,56,77,77,77,75,56,75,56,61,75,75,77,77,75,75,56,75,87,75,56,56,87,87,87,75,75,75,56,75,75,75,87,56,87,87
17,17,17,17,17,37,37,37,17,17,37,17,17,17,17,37,17,37,37,37,17,17,17,17,17,17,17,17,51,17,17,17,51,17,37,51,37,37,37,51,51,37,51,51,37,51,37,37,51,51,51,51,66,79,79,51,51,37,37,79,79,66,37,37,66,66,37,37,37,79,66,79,66,79,79,79,37,37,79,79,66,79,79,79,66,66,79,79,79,79,79,79,66,79,66,66,79,66,79,79
33,33,8,8,8,8,8,8,8,8,8,33,33,33,8,8,33,8,8,8,33,33,33,33,33,33,33,33,33,33,33,33,33,33,48,33,47,47,47,33,33,47,33,33,47,33,47,48,48,33,33,33,33,48,48,70,72,68,47,70,47,72,68,68,72,72,68,68,68,70,72,72,72,68,70,70,68,68,70,70,72,72,68,70,72,72,68,68,68,70,72,72,72,72,72,72,68,72,68,68
23,23,23,23,23,45,45,45,44,23,45,23,23,23,44,45,23,45,45,45,23,23,23,44,23,44,23,44,44,23,23,23,44,52,55,44,45,45,45,44,52,45,44,44,45,44,45,55,44,52,52,52,52,55,55,44,52,58,58,55,55,52,63,58,52,52,63,63,63,55,52,95,95,58,55,55,63,63,55,55,95,95,58,55,95,95,63,63,63,55,95,95,95,95,95,95,63,95,63,58
22,22,15,15,22,15,15,15,15,15,15,22,22,22,15,15,22,15,15,15,22,22,22,15,22,22,22,22,15,22,22,22,43,22,15,43,15,15,15,43,43,15,43,43,15,43,43,43,43,62,62,62,71,43,43,62,62,43,43,43,43,62,43,43,62,62,43,43,43,62,71,92,62,92,92,92,92,92,92,92,62,92,92,92,71,71,92,92,92,92,92,92,71,92,92,71,92,71,92,92
20,41,20,20,20,20,20,20,20,20,20,41,41,41,20,20,41,20,20,20,41,41,41,20,41,41,41,41,20,41,41,41,41,41,20,41,20,20,20,60,41,69,41,41,69,41,20,60,60,41,41,41,41,60,60,60,41,69,69,60,69,41,69,69,82,82,69,69,69,60,91,82,82,69,60,60,69,69,60,82,91,82,89,89,91,91,88,88,89,82,91,91,91,91,91,91,99,91,99,89
27,2,16,16,27,16,16,16,16,27,16,27,2,2,16,16,27,16,16,16,27,27,27,27,2,27,27,27,35,27,27,2,27,27,35,27,35,35,35,35,27,35,27,57,35,57,35,35,35,57,57,57,57,35,35,57,57,67,74,57,74,57,67,74,57,57,67,67,67,57,57,57,57,74,90,84,67,67,90,90,57,57,74,84,57,57,67,67,74,90,90,90,57,90,90,57,84,57,74,90
